ts,symbol,name_cn,side,qty,price,fee,pnl,reason
2025-08-20T23:37:58.828946,ETHUSDT,ETHUSDT,buy,0.114573,4366.212015,0.250125,0.0,auto
2025-08-20T23:37:58.829953,BTCUSDT,BTCUSDT,buy,0.00436576,114584.8638,0.250125,0.0,auto
2025-08-20T23:37:58.829953,SOLUSDT,SOLUSDT,buy,2.6699418,187.363635,0.250125,0.0,auto
2025-08-20T23:37:58.829953,XRPUSDT,XRPUSDT,buy,168.45793605,2.969584,0.250125,0.0,auto
2025-08-20T23:37:58.830959,LINKUSDT,LINKUSDT,buy,18.76947333,26.65232,0.250125,0.0,auto
2025-08-20T23:37:58.830959,DOGEUSDT,DOGEUSDT,buy,2246.38332285,0.222691,0.250125,0.0,auto
2025-08-20T23:37:58.831964,ADAUSDT,ADAUSDT,buy,564.46150373,0.886243,0.250125,0.0,auto
2025-08-20T23:37:58.831964,API3USDT,API3USDT,sell,344.94653329,1.448775,0.249875,0.0,auto
2025-08-20T23:37:58.833977,BNBUSDT,BNBUSDT,buy,0.57071762,876.528045,0.250125,0.0,auto
2025-08-20T23:37:58.833977,BIOUSDT,BIOUSDT,buy,3359.3120129,0.148914,0.250125,0.0,auto
2025-08-20T23:37:58.833977,SUIUSDT,SUIUSDT,buy,139.87187736,3.576487,0.250125,0.0,auto
2025-08-20T23:38:12.643945,ETHUSDT,ETHUSDT,sell,0.0003152,4361.847985,0.000687,0.0,auto
2025-08-20T23:38:12.643945,BTCUSDT,BTCUSDT,sell,1.201e-05,114470.3362,0.000687,0.0,auto
2025-08-20T23:38:12.644944,SOLUSDT,SOLUSDT,sell,0.00734534,187.176365,0.000687,0.0,auto
2025-08-20T23:38:12.644944,XRPUSDT,XRPUSDT,sell,0.46344884,2.966616,0.000687,0.0,auto
2025-08-20T23:38:12.644944,LINKUSDT,LINKUSDT,sell,0.05163717,26.62568,0.000687,0.0,auto
2025-08-20T23:38:12.646140,DOGEUSDT,DOGEUSDT,sell,6.18008132,0.222469,0.000687,0.0,auto
2025-08-20T23:38:12.646140,ADAUSDT,ADAUSDT,sell,1.55290415,0.885357,0.000687,0.0,auto
2025-08-20T23:38:12.646140,API3USDT,API3USDT,buy,0.94899103,1.450225,0.000688,0.0,auto
2025-08-20T23:38:12.647157,BNBUSDT,BNBUSDT,sell,0.00157012,875.651955,0.000687,0.0,auto
2025-08-20T23:38:12.647157,BIOUSDT,BIOUSDT,sell,9.24188726,0.148766,0.000687,0.0,auto
2025-08-20T23:38:12.647157,SUIUSDT,SUIUSDT,sell,0.38480502,3.572913,0.000687,0.0,auto
2025-08-20T23:38:12.647157,ENAUSDT,ENAUSDT,buy,755.37712089,0.66043,0.249437,0.0,auto
2025-08-20T23:38:12.648547,1000PEPEUSDT,1000PEPEUSDT,buy,46616.53445584,0.010702,0.249437,0.0,auto
2025-08-20T23:38:12.648547,MEMEUSDT,MEMEUSDT,buy,173615.75121866,0.002873,0.249437,0.0,auto
2025-08-20T23:38:12.648547,AIOTUSDT,AIOTUSDT,sell,297.65069096,1.674362,0.249188,0.0,auto
2025-08-20T23:38:12.649587,ARBUSDT,ARBUSDT,buy,968.57893842,0.515057,0.249437,0.0,auto
2025-08-20T23:38:12.649587,AVAXUSDT,AVAXUSDT,buy,21.19100882,23.541765,0.249437,0.0,auto
2025-08-20T23:38:12.649587,FARTCOINUSDT,FARTCOINUSDT,buy,540.28002763,0.923361,0.249437,0.0,auto
2025-08-20T23:38:12.649587,PENGUUSDT,PENGUUSDT,buy,15528.15040017,0.032127,0.249437,0.0,auto
2025-08-20T23:38:12.649587,HYPEUSDT,HYPEUSDT,buy,11.53742509,43.239609,0.249437,0.0,auto
2025-08-20T23:38:12.651061,LTCUSDT,LTCUSDT,buy,4.27636739,116.6583,0.249437,0.0,auto
2025-08-20T23:38:12.651061,PUMPUSDT,PUMPUSDT,buy,156455.738155,0.003189,0.249437,0.0,auto
2025-08-20T23:38:25.399400,ETHUSDT,ETHUSDT,sell,0.0003152,4361.847985,0.000687,0.0,auto
2025-08-20T23:38:25.400399,BTCUSDT,BTCUSDT,sell,1.201e-05,114470.3362,0.000687,0.0,auto
2025-08-20T23:38:25.400399,SOLUSDT,SOLUSDT,sell,0.00734533,187.176365,0.000687,0.0,auto
2025-08-20T23:38:25.401419,XRPUSDT,XRPUSDT,sell,0.4634478,2.966616,0.000687,0.0,auto
2025-08-20T23:38:25.401419,LINKUSDT,LINKUSDT,sell,0.05163705,26.62568,0.000687,0.0,auto
2025-08-20T23:38:25.402440,DOGEUSDT,DOGEUSDT,sell,6.18006741,0.222469,0.000687,0.0,auto
2025-08-20T23:38:25.402440,ADAUSDT,ADAUSDT,sell,1.55290066,0.885357,0.000687,0.0,auto
2025-08-20T23:38:25.403439,API3USDT,API3USDT,buy,0.9489889,1.450225,0.000688,0.0,auto
2025-08-20T23:38:25.403439,BNBUSDT,BNBUSDT,sell,0.00157011,875.651955,0.000687,0.0,auto
2025-08-20T23:38:25.404440,BIOUSDT,BIOUSDT,sell,9.24186647,0.148766,0.000687,0.0,auto
2025-08-20T23:38:25.404440,SUIUSDT,SUIUSDT,sell,0.38480415,3.572913,0.000687,0.0,auto
2025-08-20T23:38:25.405438,ENAUSDT,ENAUSDT,sell,2.08386518,0.65977,0.000687,0.0,auto
2025-08-20T23:38:25.405438,1000PEPEUSDT,1000PEPEUSDT,sell,128.60142339,0.010691,0.000687,0.0,auto
2025-08-20T23:38:25.405438,MEMEUSDT,MEMEUSDT,sell,478.95522458,0.002871,0.000687,0.0,auto
2025-08-20T23:38:25.406811,AIOTUSDT,AIOTUSDT,buy,0.82113145,1.676038,0.000688,0.0,auto
2025-08-20T23:38:25.406811,ARBUSDT,ARBUSDT,sell,2.67202682,0.514543,0.000687,0.0,auto
2025-08-20T23:38:25.407810,AVAXUSDT,AVAXUSDT,sell,0.05845981,23.518235,0.000687,0.0,auto
2025-08-20T23:38:25.407810,FARTCOINUSDT,FARTCOINUSDT,sell,1.49047503,0.922439,0.000687,0.0,auto
