ts,symbol,name_cn,side,qty,price,fee,pnl,reason
2025-08-21T00:01:02.271182,PUMPUSDT,PUMPUSDT,sell,2.1e-07,0.00315,0.0,0.0,auto
2025-08-21T00:01:02.272251,OGNUSDT,OGNUSDT,sell,1e-08,0.076462,0.0,0.0,auto
2025-08-21T00:01:02.272251,CFXUSDT,CFXUSDT,sell,0.0,0.184498,0.0,0.0,auto
2025-08-21T00:01:02.272251,TRXUSDT,TRXUSDT,sell,0.0,0.354043,0.0,0.0,auto
2025-08-21T00:01:02.273257,1000BONKUSDT,1000BONKUSDT,sell,3e-08,0.022296,0.0,0.0,auto
2025-08-21T00:01:02.273257,XNYUSDT,XNYUSDT,sell,6e-08,0.010428,0.0,0.0,auto
2025-08-21T00:01:02.274278,SAPIENUSDT,SAPIENUSDT,buy,0.0,0.24107,0.0,0.0,auto
2025-08-21T00:01:02.274278,XLMUSDT,XLMUSDT,sell,0.0,0.404957,0.0,0.0,auto
2025-08-21T00:01:02.274278,SEIUSDT,SEIUSDT,sell,0.0,0.307646,0.0,0.0,auto
2025-08-21T00:01:02.275282,HBARUSDT,HBARUSDT,sell,0.0,0.241689,0.0,0.0,auto
2025-08-21T00:01:02.275282,MUSDT,MUSDT,sell,0.0,0.444478,0.0,0.0,auto
2025-08-21T00:01:02.275282,HYPERUSDT,HYPERUSDT,sell,0.0,0.348726,0.0,0.0,auto
2025-08-21T00:01:02.275282,1000SHIBUSDT,1000SHIBUSDT,sell,5e-08,0.01258,0.0,0.0,auto
2025-08-21T00:01:13.359607,MEMEUSDT,MEMEUSDT,sell,0.0,0.002816,0.0,0.0,auto
2025-08-21T00:01:13.360606,PUMPUSDT,PUMPUSDT,sell,0.0,0.00315,0.0,0.0,auto
