name,module,tf,score,sharpe,sortino,maxDD,hit
ma_cross_fast,strategies.ma_cross,1h,84.30335995822533,1.2088841685736498,1.4162319319741166,-0.46191694196987354,0.29273440012186486
ma_cross_slow,strategies.ma_cross,1h,42.25165902611245,0.30405989992131116,0.5061334214252033,-0.5718989755075768,0.2925112167370868
breakout_ch,strategies.breakout_ch,1h,27.543796067429607,0.04167585492808867,0.14475562813321605,-0.585763134977589,0.2912756903797477
